,negative,positive,total
soju,2,1,3
sold,18,4,22
soldier,2,0,2
solely,0,1,1
solid,1,0,1
solo,2,0,2
solomon,0,1,1
solution,4,1,5
solutions,1,0,1
soma,0,1,1
some,104,174,278
somebody,4,2,6
someday,2,4,6
somee,1,0,1
somehow,3,3,6
someone,50,22,72
someones,1,1,2
somethin,2,1,3
something,46,60,106
somethinggg,1,0,1
somethings,3,0,3
sometime,1,6,7
sometimes,8,7,15
somewhat,1,3,4
somewhere,6,7,13
sommer,1,0,1
son,8,8,16
song,18,27,45
songs,8,16,24
songxx,0,1,1
songz,1,0,1
sonnigen,0,1,1
sons,0,1,1
sony,0,2,2
soo,27,8,35
soon,55,45,100
sooner,2,0,2
soonish,0,1,1
sooo,23,11,34
sooon,2,0,2
soooo,15,9,24
sooooo,11,2,13
soooooo,1,0,1
sooooooo,2,1,3
sooooooon,1,0,1
soooooooo,1,1,2
sooooooooo,1,0,1
sooooooooooo,0,1,1
soooooooooooo,1,1,2
sooooooooooooo,0,1,1
soooooooooooooooooo,0,1,1
sooooooooooooooooooo,0,1,1
sooooooooooooooooooooooo,1,0,1
soooooooooooooooooooooooooo,1,0,1
soooorrryyy,2,0,2
sooooul,0,1,1
soooper,0,1,1
soothing,0,1,1
sopher,0,1,1
sophie,2,4,6
sophisticated,0,1,1
sorbet,0,2,2
sorceress,2,0,2
sore,16,3,19
sorely,2,0,2
sores,1,0,1
sorri,1,0,1
sorrry,0,1,1
sorry,118,31,149
sort,5,6,11
sorta,2,1,3
sorted,0,2,2
sorting,0,1,1
sorts,0,3,3
soso,1,0,1
soul,5,4,9
sound,8,14,22
sounded,2,1,3
sounding,1,1,2
sounds,18,37,55
soundtrack,1,0,1
soup,5,4,9
sour,1,2,3
source,0,3,3
south,1,6,7
southall,0,1,1
southpark,0,1,1
southwest,1,0,1
souuuup,1,0,1
soweeee,1,0,1
sowing,0,1,1
sowwy,2,0,2
soy,1,0,1
sp,1,1,2
spa,0,1,1
space,3,5,8
spacecowboy,0,1,1
spaceships,0,1,1
spain,3,1,4
spam,4,6,10
spammers,1,0,1
spamming,0,1,1
spammy,1,0,1
span,2,0,2
spanish,4,1,5
spanking,0,1,1
spare,0,2,2
sparklers,0,1,1
sparkly,1,0,1
sparks,1,0,1
sparrow,0,1,1
sparxxx,0,1,1
spat,0,1,1
spatele,0,1,1
spawns,0,1,1
spbpuk,0,1,1
speak,2,9,11
speaker,0,2,2
speakers,1,0,1
speaking,2,3,5
speaks,0,2,2
spears,2,0,2
special,8,7,15
specially,0,2,2
specific,1,1,2
specifically,0,2,2
spects,1,0,1
speech,1,0,1
speechless,0,1,1
speed,2,4,6
speedy,0,1,1
spell,2,2,4
spelling,0,2,2
spellings,1,0,1
spells,0,1,1
spend,13,4,17
spending,1,6,7
spent,6,8,14
spicie,0,1,1
spicy,1,1,2
spider,2,1,3
spike,0,1,1
spilled,1,1,2
spin,0,1,1
spinnerette,1,0,1
spinning,1,1,2
spinoffs,1,0,1
spinvox,0,1,1
spiral,0,1,1
spirit,2,2,4
spirited,1,0,1
spirits,0,1,1
spiritual,0,2,2
spit,0,1,1
spitting,1,0,1
spj,2,0,2
spk,0,1,1
splahed,0,1,1
splash,0,3,3
splashing,1,0,1
splashy,0,1,1
splendid,0,1,1
split,3,1,4
spliting,1,0,1
splitting,1,0,1
splurge,0,1,1
spoiled,1,0,1
spoiler,0,1,1
spoilt,1,1,2
spoke,1,3,4
spoken,0,2,2
spokesman,1,0,1
spongebob,0,2,2
sponsors,1,0,1
sponteneous,1,0,1
spoon,1,1,2
spore,1,0,1
spork,1,0,1
sport,1,2,3
sporting,0,1,1
sports,5,1,6
spose,0,1,1
spot,2,4,6
spotify,1,4,5
spots,1,0,1
spotting,0,1,1
sprained,2,0,2
spray,1,0,1
spread,2,1,3
spreading,0,1,1
spring,0,14,14
springs,1,0,1
springtime,0,1,1
sprint,1,0,1
sprouse,0,1,1
spruce,0,1,1
sptechcon,1,0,1
spurs,1,0,1
spush,1,0,1
spybot,0,1,1
spying,1,0,1
spyware,0,1,1
square,0,1,1
squarespace,4,0,4
squashed,2,0,2
squashing,1,0,1
squeaky,0,1,1
squeeze,0,1,1
squeezed,0,1,1
squirm,0,1,1
squirrel,0,2,2
sri,0,1,1
srry,2,0,2
sry,1,0,1
sscchhoolll,1,0,1
st,11,18,29
sta,0,1,1
stabs,1,0,1
stacey,1,1,2
stache,0,1,1
stack,0,3,3
stadium,1,1,2
staff,3,1,4
staffs,0,1,1
stage,1,2,3
stages,1,1,2
stai,0,1,1
staight,1,0,1
stairs,1,0,1
stale,1,1,2
stalk,0,1,1
stalkers,0,1,1
stalking,0,1,1
stalls,1,0,1
stamp,0,1,1
stampede,1,0,1
stan,0,1,1
stand,6,8,14
standalone,0,1,1
standard,1,2,3
standing,3,2,5
stanky,1,1,2
star,13,10,23
starbucks,6,3,9
starin,1,0,1
staring,2,0,2
starkers,0,1,1
starred,0,1,1
starring,0,1,1
stars,0,8,8
starship,1,0,1
start,36,31,67
started,18,19,37
starter,2,0,2
starters,0,1,1
startin,1,0,1
starting,17,14,31
startrekmovie,0,1,1
starts,5,5,10
starvin,0,2,2
starving,7,0,7
starvinggggggg,1,0,1
starz,0,1,1
stasche,0,1,1
stash,1,0,1
stat,1,1,2
state,8,3,11
states,4,4,8
station,4,1,5
stations,1,0,1
statistics,0,1,1
statravel,0,1,1
stats,0,3,3
statue,0,3,3
status,2,2,4
statusnotifier,1,0,1
stay,19,24,43
stayed,4,4,8
stayin,0,1,1
staying,5,8,13
stays,1,0,1
steady,0,2,2
steak,1,2,3
steal,2,3,5
stealing,1,1,2
stealth,1,0,1
steam,1,1,2
steel,1,0,1
steep,0,1,1
steeve,0,1,1
stef,0,1,1
stefan,0,1,1
stefani,1,0,1
stellar,1,2,3
stellenbosch,0,1,1
stench,1,0,1
step,5,7,12
steph,1,1,2
stephanie,0,1,1
stephens,0,1,1
stepmom,1,0,1
stepping,1,1,2
steps,1,1,2
stereo,2,0,2
steve,2,4,6
steven,1,0,1
stevenage,0,1,1
stevens,1,0,1
steves,1,0,1
stevie,0,1,1
stewart,0,1,1
stewy,1,0,1
stfu,1,0,1
stick,7,6,13
sticker,0,1,1
sticking,0,1,1
sticky,1,0,1
stiletto,0,1,1
still,159,89,248
stimulas,0,1,1
stink,1,1,2
stinkin,0,1,1
stinking,1,0,1
stinks,1,0,1
stinksville,0,1,1
stir,1,0,1
stitches,2,0,2
stix,0,1,1
stock,4,1,5
stockholm,2,1,3
stocks,0,2,2
stod,0,1,1
stoked,0,7,7
stold,1,0,1
stole,3,2,5
stolen,2,0,2
stomach,13,1,14
stomachache,1,0,1
stomp,0,1,1
stonded,0,1,1
stone,1,2,3
stoners,0,1,1
stoopid,1,0,1
stop,27,18,45
stopped,7,4,11
stoppin,1,0,1
stops,3,1,4
storage,1,2,3
store,11,7,18
stores,2,0,2
stories,1,4,5
storm,7,1,8
storming,1,0,1
storms,7,0,7
story,12,19,31
storys,1,0,1
stove,1,0,1
straight,3,5,8
straighten,1,1,2
straightening,1,0,1
straiiight,0,1,1
strained,1,0,1
strampelt,0,1,1
strands,1,0,1
strange,6,7,13
strangely,2,1,3
stranger,1,0,1
strangest,1,1,2
straps,1,0,1
strategic,0,1,1
strategists,0,1,1
strategy,0,3,3
strathclyde,0,1,1
strawberries,1,1,2
strawberry,1,7,8
stray,0,1,1
streak,1,0,1
stream,2,1,3
streaming,2,0,2
streams,1,0,1
street,1,6,7
streetcar,1,0,1
strength,4,0,4
strengths,0,1,1
strep,1,1,2
stress,3,3,6
stressed,5,0,5
stressing,1,1,2
stretch,1,0,1
stretched,0,1,1
stricken,1,0,1
strict,1,0,1
stride,0,1,1
strike,1,1,2
strikes,3,0,3
string,1,1,2
strippers,0,1,1
strives,0,1,1
strokes,0,1,1
strong,5,4,9
stronger,0,1,1
structure,0,1,1
struggle,1,1,2
struggling,3,0,3
stryder,1,0,1
stu,0,1,1
stuborn,1,0,1
stuck,23,3,26
stucked,1,0,1
stuckwits,0,1,1
student,2,1,3
students,0,1,1
studied,0,1,1
studio,3,8,11
studios,0,1,1
study,7,4,11
studying,0,7,7
stuedent,1,0,1
stuff,30,37,67
stuffed,0,4,4
stufff,1,0,1
stuffin,1,0,1
stuffs,1,0,1
stuffy,2,0,2
stuk,0,1,1
stumble,0,3,3
stumbled,0,1,1
stunning,0,2,2
stunt,9,1,10
stupid,32,4,36
stupidest,1,0,1
stupidflowerbitchfromh,1,0,1
stupidly,0,2,2
sturbucks,1,0,1
stweets,1,0,1
style,7,4,11
styling,0,1,1
stylist,1,0,1
sua,0,1,1
suavez,1,0,1
subbing,0,1,1
subcribe,0,1,1
subiaco,0,1,1
subject,0,1,1
submit,5,2,7
submiting,1,0,1
submitted,0,2,2
subscribe,0,2,2
subscribers,0,1,1
subscribing,0,1,1
subscription,0,1,1
subsides,0,1,1
subway,0,3,3
succeed,0,1,1
success,2,4,6
successes,0,1,1
successful,1,0,1
succinct,0,1,1
succkkksss,1,0,1
succumbed,1,0,1
succumbs,1,0,1
such,41,30,71
sucht,0,1,1
suck,16,7,23
sucked,4,1,5
sucker,0,1,1
suckered,0,1,1
sucking,2,0,2
suckish,1,0,1
sucks,58,4,62
sucksss,1,0,1
sucky,2,1,3
sudah,1,0,1
sudden,3,1,4
suddenly,5,5,10
sue,0,3,3
suffer,4,0,4
suffered,1,0,1
suffering,6,1,7
suffers,1,0,1
sugar,2,4,6
sugardaddy,1,0,1
suggest,3,2,5
suggesting,0,1,1
suggestion,3,2,5
suggestions,1,2,3
suicide,1,1,2
suit,3,0,3
suitable,0,1,1
suitcase,0,1,1
suite,2,0,2
suits,1,3,4
sulk,0,1,1
sultana,0,1,1
sultry,0,1,1
sum,3,3,6
summah,0,1,1
summaries,1,0,1
summer,45,16,61
summerfest,1,0,1
summers,2,0,2
summit,0,1,1
summmer,1,0,1
summmerr,1,0,1
sumone,2,0,2
sumthin,1,0,1
sumthn,2,0,2
sumtime,0,1,1
sumwhere,1,0,1
sun,33,35,68
sunbeams,0,1,1
sunburn,2,1,3
sunburned,1,0,1
sunburnt,3,0,3
sundae,1,0,1
sunday,12,5,17
sundayyy,0,1,1
sunflower,1,0,1
sunglasses,2,1,3
sunisa,0,1,1
sunn,0,1,1
sunnies,0,1,1
sunnn,1,0,1
sunnny,1,1,2
sunny,7,22,29
sunrise,1,0,1
suns,1,2,3
sunscreen,1,0,1
sunset,0,2,2
sunshine,9,12,21
sunshines,1,0,1
sup,1,0,1
supa,0,1,1
super,24,14,38
superb,0,1,1
superbowl,0,1,1
superhero,0,1,1
supermac,0,1,1
superman,3,2,5
supermarket,1,1,2
superpoke,0,1,1
superr,2,0,2
superstition,1,0,1
suposse,0,1,1
supp,0,1,1
supplies,0,1,1
support,15,8,23
supporting,2,2,4
supportive,0,2,2
supports,0,1,1
suppose,1,4,5
supposed,14,3,17
supposedly,1,1,2
supposing,0,1,1
supra,0,1,1
supraluminal,0,1,1
suprise,1,3,4
suprised,0,1,1
suprising,0,1,1
sur,0,1,1
surakarta,0,1,1
sure,41,62,103
surely,3,3,6
surf,3,1,4
surface,0,1,1
surfing,0,4,4
surgery,7,0,7
surgical,1,0,1
surname,0,1,1
surprise,0,4,4
surprised,3,6,9
surprises,0,1,1
surprisingly,0,1,1
surrendered,1,0,1
surround,0,2,2
survey,1,0,1
surveypirate,0,1,1
survice,1,0,1
survival,0,2,2
survive,0,4,4
survived,1,1,2
surviving,1,0,1
susan,0,1,1
suscribe,0,13,13
sush,0,1,1
sushi,1,3,4
suspect,0,2,2
sustainability,1,0,1
sutter,0,1,1
suv,3,0,3
sux,5,0,5
suz,1,0,1
suzanne,0,1,1
sv,0,1,1
svn,0,1,1
swag,2,0,2
swam,0,1,1
swamped,0,2,2
swan,0,1,1
swanky,1,0,1
swans,0,1,1
swap,1,0,1
sway,0,4,4
swayed,0,1,1
swayze,2,0,2
swear,2,2,4
swears,0,1,1
sweat,2,2,4
sweater,1,1,2
sweating,3,0,3
sweats,1,0,1
sweaty,2,0,2
swedish,1,1,2
sweeeeden,0,1,1
sweeeeet,0,1,1
sweet,9,44,53
sweetcheeks,1,0,1
sweete,1,0,1
sweeter,0,1,1
sweetheart,1,6,7
sweethomestyle,1,0,1
sweetie,5,1,6
sweetness,0,2,2
sweetpea,0,1,1
sweets,1,0,1
sweety,0,1,1
swells,1,0,1
swetdreamss,0,1,1
swift,1,1,2
swim,6,1,7
swimming,10,3,13
swine,2,0,2
swing,1,1,2
swiss,0,1,1
switch,1,3,4
switched,1,3,4
switching,1,0,1
switzerland,1,0,1
swole,1,0,1
swollen,2,0,2
swopper,0,1,1
sybil,0,1,1
syd,0,1,1
sydney,0,3,3
syf,0,1,1
symbol,1,2,3
symbolize,1,0,1
sympathy,1,0,1
sync,1,1,2
synced,0,1,1
syncing,0,1,1
syntax,0,1,1
synth,0,1,1
syracuse,2,0,2
syrup,0,1,1
systane,1,0,1
system,3,5,8
systems,0,2,2
syz,0,1,1
ta,1,4,5
tab,0,2,2
tabitca,0,1,1
table,1,5,6
tables,3,0,3
tablet,0,1,1
tablets,1,0,1
tabs,1,0,1
tackled,0,1,1
tacky,0,1,1
taco,1,0,1
tacobell,0,1,1
tad,1,0,1
tads,0,1,1
tafe,0,3,3
tag,1,3,4
tagalog,0,1,1
tagged,1,0,1
tagine,1,0,1
tagus,1,0,1
tahching,0,1,1
tahoe,0,1,1
tai,1,0,1
taiji,1,0,1
taik,1,0,1
tail,0,1,1
tak,0,1,1
takamasu,0,1,1
takboleh,1,0,1
take,57,60,117
taken,9,10,19
takes,9,9,18
takin,3,1,4
taking,26,20,46
taks,1,0,1
takt,0,1,1
talent,0,1,1
talented,3,3,6
talk,21,24,45
talkback,1,0,1
talked,4,3,7
talkin,0,2,2
talking,14,23,37
talkinq,1,0,1
talks,1,3,4
tall,3,1,4
tally,1,0,1
tampines,0,1,1
tan,6,3,9
tang,0,1,1
tanggung,1,0,1
tango,0,1,1
tank,1,1,2
tanks,0,2,2
tanning,1,0,1
tanya,0,1,1
tap,2,2,4
tape,3,5,8
taping,1,0,1
tapos,0,1,1
tar,1,1,2
tara,1,1,2
target,1,4,5
targets,1,1,2
tartan,0,1,1
tarwhaa,0,1,1
tashika,1,0,1
task,0,2,2
tasking,0,1,1
tasks,0,2,2
taste,0,3,3
tasted,1,2,3
tastey,1,0,1
tasting,0,2,2
tasty,2,0,2
tate,0,1,1
tattoo,2,3,5
taught,1,0,1
tax,3,2,5
taxes,0,3,3
taxi,2,0,2
taxonomy,1,0,1
tay,0,1,1
taylor,3,2,5
taylorians,0,1,1
taylors,1,1,2
tb,1,0,1
tbd,0,1,1
tbh,1,0,1
tbs,0,1,1
tc,0,2,2
tck,0,1,1
td,0,1,1
tday,1,0,1
tdf,1,0,1
te,2,1,3
tea,8,17,25
teach,1,1,2
teacher,3,2,5
teachers,2,1,3
teaching,1,1,2
teahcer,1,0,1
team,8,15,23
teamtibet,1,0,1
teamwork,0,1,1
teaneck,0,1,1
teapot,0,1,1
tear,8,0,8
tearful,1,1,2
tears,7,3,10
teary,1,0,1
tease,0,1,1
teasing,1,0,1
tech,6,1,7
technical,5,0,5
technically,1,1,2
techniques,0,1,1
technologists,0,1,1
technology,3,1,4
teddy,0,1,1
tedium,0,1,1
tee,1,1,2
teenage,1,0,1
teens,2,0,2
teenth,0,1,1
teeny,0,1,1
teeth,5,2,7
teething,0,1,1
tegan,0,1,1
teh,1,1,2
tehe,1,1,2
teine,0,1,1
teka,0,1,1
tel,1,2,3
tele,1,1,2
television,1,0,1
tell,18,36,54
tellin,1,1,2
telling,5,4,9
tells,1,1,2
telly,1,1,2
tem,1,0,1
temp,1,0,1
temperature,1,0,1
template,1,0,1
templates,0,1,1
temporades,0,1,1
temporarily,2,2,4
temporary,0,2,2
temptation,2,1,3
tempted,1,3,4
tempting,1,0,1
ten,2,2,4
tend,1,0,1
tendency,0,1,1
tends,1,0,1
tennant,0,1,1
tennis,1,2,3
tense,0,1,1
tent,2,0,2
tenth,1,0,1
tequila,1,0,1
term,0,3,3
terminal,2,0,2
terminar,0,1,1
terms,2,0,2
terrible,12,1,13
terribly,1,0,1
terrified,2,0,2
terrifying,1,0,1
territory,1,0,1
terrorist,0,2,2
terry,0,1,1
terwillegar,0,1,1
tesco,1,0,1
tesla,0,2,2
test,17,15,32
testament,0,1,1
testen,0,1,1
testimony,1,0,1
testing,2,5,7
tests,2,3,5
tetris,0,1,1
texan,2,0,2
texans,1,0,1
texas,3,1,4
text,9,6,15
textbook,1,0,1
textin,0,1,1
texting,2,2,4
textmate,0,1,1
texts,1,0,1
textures,0,1,1
textwrangler,0,1,1
tfls,0,1,1
th,31,25,56
tha,2,2,4
thaa,0,1,1
thaaaaang,0,1,1
thaaaat,1,0,1
thaaanks,1,0,1
thackeray,0,1,1
thaks,0,1,1
than,49,53,102
thang,1,0,1
thank,15,81,96
thankful,0,1,1
thankfully,1,2,3
thankies,0,1,1
thanking,0,2,2
thanks,39,214,253
thankssss,0,1,1
thankyou,0,8,8
thans,0,1,1
thanx,0,3,3
thanxx,0,1,1
tharoor,0,1,1
thas,0,1,1
that,528,597,1125
thats,24,24,48
thatttt,1,0,1
the,1607,1656,3263
theandybumataishow,0,1,1
theaters,1,0,1
theatre,1,1,2
thebarn,0,1,1
thee,0,1,1
theeee,0,1,1
theft,0,1,1
thegadgetshow,0,1,1
their,23,25,48
theirs,0,1,1
theives,0,1,1
them,71,58,129
theme,1,4,5
themed,1,0,1
themes,0,1,1
themselves,2,0,2
then,78,127,205
thenn,0,1,1
theo,3,0,3
theory,1,4,5
therapy,4,1,5
there,148,130,278
thereafter,1,0,1
therefore,1,2,3
theres,5,4,9
theresa,2,0,2
these,29,22,51
thesis,0,2,2
they,165,100,265
theyre,1,1,2
theyres,1,0,1
theyrs,1,0,1
thi,1,0,1
thick,0,4,4
thief,1,0,1
thin,1,0,1
thing,47,48,95
thinggy,0,1,1
thingo,0,1,1
things,38,42,80
thingy,1,0,1
thingys,0,1,1
think,126,118,244
thinking,26,29,55
thinkn,1,1,2
thinks,7,7,14
third,0,2,2
thirsty,2,0,2
this,310,275,585
thiss,0,1,1
thnx,0,4,4
tho,26,15,41
thongs,1,0,1
thorax,0,1,1
thorpe,0,1,1
those,33,32,65
thoses,1,0,1
thot,0,1,1
though,75,60,135
thoughhh,1,0,1
thought,41,31,72
thoughts,15,10,25
thousands,0,4,4
threadless,1,0,1
threads,0,1,1
threaten,0,2,2
threatened,0,1,1
three,10,15,25
threes,1,0,1
threw,1,2,3
thrilled,1,1,2
thro,0,1,1
throat,10,4,14
throatey,1,0,1
throbbing,1,0,1
through,23,19,42
throughout,1,0,1
throughput,0,1,1
throught,1,0,1
throw,5,4,9
throwboy,0,1,1
throwing,3,2,5
thrown,1,0,1
thru,4,3,7
thrush,1,0,1
ths,0,1,1
tht,4,2,6
thumb,1,0,1
thumbing,0,1,1
thumper,1,0,1
thumping,1,0,1
thums,0,1,1
thunder,13,0,13
thunderbird,0,1,1
thunderstorm,9,0,9
thunderstorms,2,2,4
thunderstruck,2,1,3
thundery,1,0,1
thur,1,0,1
thurday,0,1,1
thurs,1,2,3
thursday,7,18,25
thursdays,3,0,3
thursdayyy,0,1,1
thursdayyyy,1,0,1
thus,0,1,1
thx,13,12,25
tibetan,0,1,1
tick,0,2,2
ticket,9,5,14
tickets,15,4,19
tidbits,0,1,1
tidende,0,1,1
tie,1,0,1
tied,1,1,2
tierd,1,0,1
tiffaney,1,0,1
tiger,1,3,4
tight,1,4,5
til,14,10,24
tiles,0,1,1
tileset,0,1,1
till,36,22,58
tim,1,1,2
timberlake,1,0,1
time,173,216,389
timeless,0,1,1
times,26,23,49
timmy,0,1,1
tin,0,1,1
tina,0,1,1
tinaaaa,1,0,1
tinchy,1,0,1
ting,1,1,2
tingle,1,0,1
tingly,0,1,1
tings,0,1,1
tink,1,0,1
tinker,0,1,1
tinsel,1,0,1
tiny,2,3,5
tinyurl,0,1,1
tip,0,3,3
tipping,1,0,1
tips,0,5,5
tipsy,2,0,2
tiptop,0,1,1
tire,2,0,2
tired,51,29,80
tires,1,0,1
tis,1,6,7
tissues,3,1,4
tita,0,1,1
titanic,1,1,2
titanium,1,0,1
title,0,2,2
titled,0,1,1
titomi,0,13,13
tiwari,1,0,1
tiwit,1,0,1
tix,1,1,2
tixs,1,0,1
tizzy,1,0,1
tk,1,0,1
tks,1,1,2
tlk,1,0,1
tlot,0,1,1
tlr,0,1,1
tm,1,2,3
tmac,1,0,1
tmi,0,1,1
tmobile,2,0,2
tmorrow,1,0,1
tmoz,0,1,1
tmr,8,1,9
tmrw,2,1,3
tnggal,1,0,1
tnt,0,1,1
tnx,0,3,3
to,1803,1663,3466
toad,0,1,1
toast,1,7,8
toaster,0,1,1
toat,0,1,1
todaaaaay,0,1,1
todaaaayy,1,0,1
todaii,1,0,1
today,295,190,485
todaya,0,1,1
todays,4,3,7
todayy,2,0,2
todayyy,0,1,1
todayyyyy,1,0,1
toe,1,1,2
toenail,1,0,1
toffee,0,1,1
together,3,14,17
toilet,2,3,5
token,1,0,1
toking,0,1,1
tokusatsu,0,1,1
told,15,17,32
toledo,1,0,1
tolentino,1,0,1
tolicesdoorkut,0,1,1
tom,7,6,13
toma,0,1,1
tomarow,1,0,1
tommorow,2,0,2
tommorrow,1,0,1
tommrw,1,0,1
tomo,0,1,1
tomoroooo,1,0,1
tomorow,1,1,2
tomorows,1,0,1
tomorroooooooow,1,0,1
tomorrow,67,107,174
tomorrowwwwwww,0,1,1
tomorrowwwwwwwwww,1,0,1
tomorrw,0,1,1
tomoz,1,0,1
toms,0,1,1
ton,3,0,3
toncils,1,0,1
tone,1,0,1
tonematrix,0,1,1
tongseng,0,1,1
tongue,2,2,4
tonighet,0,1,1
tonight,69,61,130
tonights,1,0,1
tonite,5,5,10
tons,1,1,2
tony,0,1,1
tonyhawk,0,1,1
too,230,204,434
took,26,10,36
tool,1,2,3
toolbar,0,1,1
tools,0,4,4
toons,0,1,1
tooo,2,1,3
tooom,1,0,1
toooo,4,0,4
toooom,1,0,1
tooooo,3,1,4
tooooooo,1,0,1
tooooooooooo,1,0,1
tooot,1,0,1
tooth,3,0,3
toothache,2,0,2
toothpaste,0,2,2
top,11,9,20
topic,2,1,3
topics,1,1,2
topped,0,1,1
topping,0,1,1
topshop,1,0,1
tori,0,1,1
torn,1,0,1
toronto,3,2,5
torrance,1,0,1
torres,2,0,2
torso,1,0,1
torture,1,1,2
tossing,1,0,1
total,2,2,4
totally,17,19,36
totd,0,1,1
totes,0,1,1
totured,1,0,1
touch,6,6,12
touched,1,2,3
touchy,1,0,1
tough,3,4,7
tought,0,1,1
tour,10,7,17
tourist,1,1,2
touristing,1,0,1
tours,0,1,1
toutlemondesurcf,0,1,1
toward,0,1,1
towards,1,3,4
towel,0,1,1
towelie,0,1,1
towels,1,0,1
towers,0,2,2
town,19,5,24
towson,1,0,1
toy,2,1,3
toys,3,1,4
tp,1,0,1
tra,0,1,1
trace,1,1,2
track,5,10,15
tracking,1,0,1
trackle,3,0,3
tracks,2,0,2
trade,2,2,4
trading,3,0,3
traffic,9,5,14
trafford,0,1,1
traffuck,1,0,1
tragic,6,2,8
trail,1,1,2
trailer,1,2,3
train,14,14,28
trainer,1,1,2
training,7,4,11
trains,1,0,1
trampoine,0,1,1
tranformers,1,0,1
transfer,1,0,1
transferred,1,0,1
transferring,1,0,1
transfers,2,0,2
transformer,0,1,1
transformers,17,1,18
transfusion,1,0,1
transit,1,0,1
transition,1,0,1
translate,1,0,1
translates,0,1,1
translating,0,1,1
translation,0,2,2
translator,0,1,1
transmission,2,1,3
transmit,1,0,1
transport,2,0,2
transportation,1,0,1
transported,0,1,1
trapped,0,2,2
traps,1,0,1
trash,0,1,1
trashed,1,0,1
trauma,0,2,2
travel,3,2,5
travelin,1,0,1
traveling,2,0,2
travelled,1,0,1
travellin,0,1,1
travelling,0,2,2
travels,1,2,3
travelstart,0,1,1
travling,1,0,1
treadmill,0,1,1
treat,2,3,5
treated,1,1,2
treating,1,0,1
treatment,0,1,1
treatments,1,0,1
treats,1,0,1
treble,0,1,1
tredmill,0,1,1
tree,1,4,5
trees,1,1,2
trek,2,2,4
trekkie,1,0,1
tremendously,1,0,1
trench,1,1,2
trending,1,1,2
trendmicro,1,0,1
trent,0,1,1
trenutek,0,1,1
trey,0,3,3
tri,0,2,2
trial,2,1,3
triathlon,0,1,1
tribalization,0,1,1
tribe,0,1,1
tribute,2,0,2
trick,1,1,2
tricks,1,0,1
tried,19,6,25
tries,1,0,1
triffeh,0,1,1
trigger,1,0,1
trillion,1,0,1
trilogy,0,2,2
trinity,1,0,1
trio,1,0,1
trip,18,17,35
triple,2,1,3
tripping,0,1,1
